"Aktarılan Hizmetler","Anahtar Uzunluğu","Ağ Adresi","Ağ Hesap Adı","Ağ Hesap Etki Alanı","Bağlantı Noktası","Bağlantılı Oturum Açma Kimliği",ComputerName,"Ek_Bilgi",EventCode,EventType,Guid,"Güvenlik Kimliği","Hedef Hesap Adı","Hedef Hesap Etki Alanı","Hedef Sunucu Adı","Hesap Adı","Hesap Etki Alanı",HostUrl,IMPHASH,"Kaynak Ağ Adresi","Kaynak Bağlantı Noktası",Keywords,"Kimlik Doğrulama Paketi","Kimliğe Bürünme Düzeyi","Kısıtlanmış Yönetici Modu",LogName,MD5,Message,Name,"Okuma İşlemi",OpCode,"Oturum Açma GUID'si","Oturum Açma Kimliği","Oturum Açma Türü","Oturum Açma İşlemi","Oturum Türü","Paket Adı (yalnızca NTLM)",ProcessID,RecordNumber,SHA1,SHA256,"Sanal_Hesap",SourceName,SystemTime,TaskCategory,ThreadID,Type,UserID,"Yükseltilmiş Belirteç",ZoneId,"_raw","_time",count,eventtype,host,index,linecount,maxLines,outputMode,punct,source,sourcetype,"splunk_server","splunk_server_group","technique_id","technique_name",timeFormat,xmlns,"Çağıran İş İstasyonu","İş İstasyonu Adı","İşlem Adı","İşlem Kimliği"
,,,,,,,,,,,"'{5770385f-c22a-43e0-bf4c-06f5698ffbd9}'",,,,,,,,"22019FF0DD6B140CC5C75C9E26641C22</Data><Data Name='Signed'>true</Data><Data Name='Signature'>Microsoft",,,,,,,,B4826ABFB7EA0D3F4F6D6BB9EF6BD420,,"'Microsoft-Windows-Sysmon'",,,,,,,,,"'3768'",,D79447E28B131505B29B00A7E2CFDE43351BECAF,1318F1E47221367D55DA458AA2776233A78F30722DD5B02BC7CAC9828F212330,,,"'2024-10-22T23:07:21.9700187Z'",,"'4756'",,"'S-1-5-18'",,,"<Event xmlns='http://schemas.microsoft.com/win/2004/08/events/event'><System><Provider Name='Microsoft-Windows-Sysmon' Guid='{5770385f-c22a-43e0-bf4c-06f5698ffbd9}'/><EventID>7</EventID><Version>3</Version><Level>4</Level><Task>7</Task><Opcode>0</Opcode><Keywords>0x8000000000000000</Keywords><TimeCreated SystemTime='2024-10-22T23:07:21.9700187Z'/><EventRecordID>94554</EventRecordID><Correlation/><Execution ProcessID='3768' ThreadID='4756'/><Channel>Microsoft-Windows-Sysmon/Operational</Channel><Computer>target-PC.furkan.local</Computer><Security UserID='S-1-5-18'/></System><EventData><Data Name='RuleName'>-</Data><Data Name='UtcTime'>2024-10-22 23:07:21.966</Data><Data Name='ProcessGuid'>{d65c0252-3028-6718-f90b-000000002400}</Data><Data Name='ProcessId'>9176</Data><Data Name='Image'>C:\Windows\System32\backgroundTaskHost.exe</Data><Data Name='ImageLoaded'>C:\Windows\System32\urlmon.dll</Data><Data Name='FileVersion'>11.00.19041.4894 (WinBuild.160101.0800)</Data><Data Name='Description'>OLE32 Extensions for Win32</Data><Data Name='Product'>Internet Explorer</Data><Data Name='Company'>Microsoft Corporation</Data><Data Name='OriginalFileName'>UrlMon.dll</Data><Data Name='Hashes'>SHA1=D79447E28B131505B29B00A7E2CFDE43351BECAF,MD5=B4826ABFB7EA0D3F4F6D6BB9EF6BD420,SHA256=1318F1E47221367D55DA458AA2776233A78F30722DD5B02BC7CAC9828F212330,IMPHASH=22019FF0DD6B140CC5C75C9E26641C22</Data><Data Name='Signed'>true</Data><Data Name='Signature'>Microsoft Windows</Data><Data Name='SignatureStatus'>Valid</Data><Data Name='User'>FURKAN\bsever</Data></EventData></Event>","2024-10-22T23:07:21.000+0000",,,"TARGET-PC",endpoint,1,,,"<_='://../////'><><_='--'_='{----}'/><></><></><><","XmlWinEventLog:Microsoft-Windows-Sysmon/Operational","XmlWinEventLog:Microsoft-Windows-Sysmon/Operational",splunk,,,,,"'http://schemas.microsoft.com/win/2004/08/events/event'",,,,
,,,,,,,,,,,"'{5770385f-c22a-43e0-bf4c-06f5698ffbd9}'",,,,,,,,,,,,,,,,,,"'Microsoft-Windows-Sysmon'",,,,,,,,,"'3768'",,,,,,"'2024-10-22T23:06:12.2126964Z'",,"'4756'",,"'S-1-5-18'",,,"<Event xmlns='http://schemas.microsoft.com/win/2004/08/events/event'><System><Provider Name='Microsoft-Windows-Sysmon' Guid='{5770385f-c22a-43e0-bf4c-06f5698ffbd9}'/><EventID>13</EventID><Version>2</Version><Level>4</Level><Task>13</Task><Opcode>0</Opcode><Keywords>0x8000000000000000</Keywords><TimeCreated SystemTime='2024-10-22T23:06:12.2126964Z'/><EventRecordID>94552</EventRecordID><Correlation/><Execution ProcessID='3768' ThreadID='4756'/><Channel>Microsoft-Windows-Sysmon/Operational</Channel><Computer>target-PC.furkan.local</Computer><Security UserID='S-1-5-18'/></System><EventData><Data Name='RuleName'>-</Data><Data Name='EventType'>SetValue</Data><Data Name='UtcTime'>2024-10-22 23:06:12.211</Data><Data Name='ProcessGuid'>{d65c0252-2fd8-6718-ee0b-000000002400}</Data><Data Name='ProcessId'>5316</Data><Data Name='Image'>C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe</Data><Data Name='TargetObject'>HKLM\System\CurrentControlSet\Services\bam\State\UserSettings\S-1-5-21-1320782582-4191448823-1366989374-1104\\Device\HarddiskVolume2\Program Files (x86)\Microsoft\Edge\Application\msedge.exe</Data><Data Name='Details'>Binary Data</Data><Data Name='User'>FURKAN\bsever</Data></EventData></Event>","2024-10-22T23:06:12.000+0000",,,"TARGET-PC",endpoint,1,,,"<_='://../////'><><_='--'_='{----}'/><></><></><><","XmlWinEventLog:Microsoft-Windows-Sysmon/Operational","XmlWinEventLog:Microsoft-Windows-Sysmon/Operational",splunk,,,,,"'http://schemas.microsoft.com/win/2004/08/events/event'",,,,
,,,,,,,,,,,"'{5770385f-c22a-43e0-bf4c-06f5698ffbd9}'",,,,,,,,,,,,,,,,,,"'Microsoft-Windows-Sysmon'",,,,,,,,,"'3768'",,,,,,"'2024-10-22T23:06:07.1384950Z'",,"'4756'",,"'S-1-5-18'",,,"<Event xmlns='http://schemas.microsoft.com/win/2004/08/events/event'><System><Provider Name='Microsoft-Windows-Sysmon' Guid='{5770385f-c22a-43e0-bf4c-06f5698ffbd9}'/><EventID>13</EventID><Version>2</Version><Level>4</Level><Task>13</Task><Opcode>0</Opcode><Keywords>0x8000000000000000</Keywords><TimeCreated SystemTime='2024-10-22T23:06:07.1384950Z'/><EventRecordID>94551</EventRecordID><Correlation/><Execution ProcessID='3768' ThreadID='4756'/><Channel>Microsoft-Windows-Sysmon/Operational</Channel><Computer>target-PC.furkan.local</Computer><Security UserID='S-1-5-18'/></System><EventData><Data Name='RuleName'>-</Data><Data Name='EventType'>SetValue</Data><Data Name='UtcTime'>2024-10-22 23:06:07.137</Data><Data Name='ProcessGuid'>{d65c0252-1212-6718-b807-000000002400}</Data><Data Name='ProcessId'>8476</Data><Data Name='Image'>C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe</Data><Data Name='TargetObject'>HKLM\System\CurrentControlSet\Services\bam\State\UserSettings\S-1-5-21-1320782582-4191448823-1366989374-1104\\Device\HarddiskVolume2\Program Files (x86)\Microsoft\Edge\Application\msedge.exe</Data><Data Name='Details'>Binary Data</Data><Data Name='User'>FURKAN\bsever</Data></EventData></Event>","2024-10-22T23:06:07.000+0000",,,"TARGET-PC",endpoint,1,,,"<_='://../////'><><_='--'_='{----}'/><></><></><><","XmlWinEventLog:Microsoft-Windows-Sysmon/Operational","XmlWinEventLog:Microsoft-Windows-Sysmon/Operational",splunk,,,,,"'http://schemas.microsoft.com/win/2004/08/events/event'",,,,
,,,,,,,,,,,"'{5770385f-c22a-43e0-bf4c-06f5698ffbd9}'",,,,,,,,,,,,,,,,,,"'Microsoft-Windows-Sysmon'",,,,,,,,,"'3768'",,,,,,"'2024-10-22T23:06:06.9083106Z'",,"'4756'",,"'S-1-5-18'",,,"<Event xmlns='http://schemas.microsoft.com/win/2004/08/events/event'><System><Provider Name='Microsoft-Windows-Sysmon' Guid='{5770385f-c22a-43e0-bf4c-06f5698ffbd9}'/><EventID>13</EventID><Version>2</Version><Level>4</Level><Task>13</Task><Opcode>0</Opcode><Keywords>0x8000000000000000</Keywords><TimeCreated SystemTime='2024-10-22T23:06:06.9083106Z'/><EventRecordID>94550</EventRecordID><Correlation/><Execution ProcessID='3768' ThreadID='4756'/><Channel>Microsoft-Windows-Sysmon/Operational</Channel><Computer>target-PC.furkan.local</Computer><Security UserID='S-1-5-18'/></System><EventData><Data Name='RuleName'>-</Data><Data Name='EventType'>SetValue</Data><Data Name='UtcTime'>2024-10-22 23:06:06.906</Data><Data Name='ProcessGuid'>{d65c0252-1b56-6718-6c09-000000002400}</Data><Data Name='ProcessId'>7536</Data><Data Name='Image'>C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe</Data><Data Name='TargetObject'>HKLM\System\CurrentControlSet\Services\bam\State\UserSettings\S-1-5-21-1320782582-4191448823-1366989374-1104\\Device\HarddiskVolume2\Program Files (x86)\Microsoft\Edge\Application\msedge.exe</Data><Data Name='Details'>Binary Data</Data><Data Name='User'>FURKAN\bsever</Data></EventData></Event>","2024-10-22T23:06:06.000+0000",,,"TARGET-PC",endpoint,1,,,"<_='://../////'><><_='--'_='{----}'/><></><></><><","XmlWinEventLog:Microsoft-Windows-Sysmon/Operational","XmlWinEventLog:Microsoft-Windows-Sysmon/Operational",splunk,,,,,"'http://schemas.microsoft.com/win/2004/08/events/event'",,,,
,,,,,,,,,,,"'{5770385f-c22a-43e0-bf4c-06f5698ffbd9}'",,,,,,,,,,,,,,,,,,"'Microsoft-Windows-Sysmon'",,,,,,,,,"'3768'",,,,,,"'2024-10-22T23:06:00.5419187Z'",,"'4756'",,"'S-1-5-18'",,,"<Event xmlns='http://schemas.microsoft.com/win/2004/08/events/event'><System><Provider Name='Microsoft-Windows-Sysmon' Guid='{5770385f-c22a-43e0-bf4c-06f5698ffbd9}'/><EventID>13</EventID><Version>2</Version><Level>4</Level><Task>13</Task><Opcode>0</Opcode><Keywords>0x8000000000000000</Keywords><TimeCreated SystemTime='2024-10-22T23:06:00.5419187Z'/><EventRecordID>94549</EventRecordID><Correlation/><Execution ProcessID='3768' ThreadID='4756'/><Channel>Microsoft-Windows-Sysmon/Operational</Channel><Computer>target-PC.furkan.local</Computer><Security UserID='S-1-5-18'/></System><EventData><Data Name='RuleName'>-</Data><Data Name='EventType'>SetValue</Data><Data Name='UtcTime'>2024-10-22 23:06:00.541</Data><Data Name='ProcessGuid'>{d65c0252-1212-6718-b807-000000002400}</Data><Data Name='ProcessId'>8476</Data><Data Name='Image'>C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe</Data><Data Name='TargetObject'>HKLM\System\CurrentControlSet\Services\bam\State\UserSettings\S-1-5-21-1320782582-4191448823-1366989374-1104\\Device\HarddiskVolume2\Program Files (x86)\Microsoft\Edge\Application\msedge.exe</Data><Data Name='Details'>Binary Data</Data><Data Name='User'>FURKAN\bsever</Data></EventData></Event>","2024-10-22T23:06:00.000+0000",,,"TARGET-PC",endpoint,1,,,"<_='://../////'><><_='--'_='{----}'/><></><></><><","XmlWinEventLog:Microsoft-Windows-Sysmon/Operational","XmlWinEventLog:Microsoft-Windows-Sysmon/Operational",splunk,,,,,"'http://schemas.microsoft.com/win/2004/08/events/event'",,,,
,,,,,,,,,,,"'{5770385f-c22a-43e0-bf4c-06f5698ffbd9}'",,,,,,,,"22019FF0DD6B140CC5C75C9E26641C22</Data><Data Name='Signed'>true</Data><Data Name='Signature'>Microsoft",,,,,,,,B4826ABFB7EA0D3F4F6D6BB9EF6BD420,,"'Microsoft-Windows-Sysmon'",,,,,,,,,"'3768'",,D79447E28B131505B29B00A7E2CFDE43351BECAF,1318F1E47221367D55DA458AA2776233A78F30722DD5B02BC7CAC9828F212330,,,"'2024-10-22T23:05:19.6542157Z'",,"'4756'",,"'S-1-5-18'",,,"<Event xmlns='http://schemas.microsoft.com/win/2004/08/events/event'><System><Provider Name='Microsoft-Windows-Sysmon' Guid='{5770385f-c22a-43e0-bf4c-06f5698ffbd9}'/><EventID>7</EventID><Version>3</Version><Level>4</Level><Task>7</Task><Opcode>0</Opcode><Keywords>0x8000000000000000</Keywords><TimeCreated SystemTime='2024-10-22T23:05:19.6542157Z'/><EventRecordID>94548</EventRecordID><Correlation/><Execution ProcessID='3768' ThreadID='4756'/><Channel>Microsoft-Windows-Sysmon/Operational</Channel><Computer>target-PC.furkan.local</Computer><Security UserID='S-1-5-18'/></System><EventData><Data Name='RuleName'>-</Data><Data Name='UtcTime'>2024-10-22 23:05:19.653</Data><Data Name='ProcessGuid'>{d65c0252-2faf-6718-e50b-000000002400}</Data><Data Name='ProcessId'>3816</Data><Data Name='Image'>C:\Windows\System32\smartscreen.exe</Data><Data Name='ImageLoaded'>C:\Windows\System32\urlmon.dll</Data><Data Name='FileVersion'>11.00.19041.4894 (WinBuild.160101.0800)</Data><Data Name='Description'>OLE32 Extensions for Win32</Data><Data Name='Product'>Internet Explorer</Data><Data Name='Company'>Microsoft Corporation</Data><Data Name='OriginalFileName'>UrlMon.dll</Data><Data Name='Hashes'>SHA1=D79447E28B131505B29B00A7E2CFDE43351BECAF,MD5=B4826ABFB7EA0D3F4F6D6BB9EF6BD420,SHA256=1318F1E47221367D55DA458AA2776233A78F30722DD5B02BC7CAC9828F212330,IMPHASH=22019FF0DD6B140CC5C75C9E26641C22</Data><Data Name='Signed'>true</Data><Data Name='Signature'>Microsoft Windows</Data><Data Name='SignatureStatus'>Valid</Data><Data Name='User'>FURKAN\bsever</Data></EventData></Event>","2024-10-22T23:05:19.000+0000",,,"TARGET-PC",endpoint,1,,,"<_='://../////'><><_='--'_='{----}'/><></><></><><","XmlWinEventLog:Microsoft-Windows-Sysmon/Operational","XmlWinEventLog:Microsoft-Windows-Sysmon/Operational",splunk,,,,,"'http://schemas.microsoft.com/win/2004/08/events/event'",,,,
,,,,,,,,,,,"'{5770385f-c22a-43e0-bf4c-06f5698ffbd9}'",,,,,,,,,,,,,,,,,,"'Microsoft-Windows-Sysmon'",,,,,,,,,"'3768'",,,,,,"'2024-10-22T23:04:32.8531556Z'",,"'4756'",,"'S-1-5-18'",,,"<Event xmlns='http://schemas.microsoft.com/win/2004/08/events/event'><System><Provider Name='Microsoft-Windows-Sysmon' Guid='{5770385f-c22a-43e0-bf4c-06f5698ffbd9}'/><EventID>13</EventID><Version>2</Version><Level>4</Level><Task>13</Task><Opcode>0</Opcode><Keywords>0x8000000000000000</Keywords><TimeCreated SystemTime='2024-10-22T23:04:32.8531556Z'/><EventRecordID>94547</EventRecordID><Correlation/><Execution ProcessID='3768' ThreadID='4756'/><Channel>Microsoft-Windows-Sysmon/Operational</Channel><Computer>target-PC.furkan.local</Computer><Security UserID='S-1-5-18'/></System><EventData><Data Name='RuleName'>-</Data><Data Name='EventType'>SetValue</Data><Data Name='UtcTime'>2024-10-22 23:04:32.851</Data><Data Name='ProcessGuid'>{d65c0252-2f7b-6718-e10b-000000002400}</Data><Data Name='ProcessId'>868</Data><Data Name='Image'>C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe</Data><Data Name='TargetObject'>HKLM\System\CurrentControlSet\Services\bam\State\UserSettings\S-1-5-21-1320782582-4191448823-1366989374-1104\\Device\HarddiskVolume2\Program Files (x86)\Microsoft\Edge\Application\msedge.exe</Data><Data Name='Details'>Binary Data</Data><Data Name='User'>FURKAN\bsever</Data></EventData></Event>","2024-10-22T23:04:32.000+0000",,,"TARGET-PC",endpoint,1,,,"<_='://../////'><><_='--'_='{----}'/><></><></><><","XmlWinEventLog:Microsoft-Windows-Sysmon/Operational","XmlWinEventLog:Microsoft-Windows-Sysmon/Operational",splunk,,,,,"'http://schemas.microsoft.com/win/2004/08/events/event'",,,,
,,,,,,,,,,,"'{5770385f-c22a-43e0-bf4c-06f5698ffbd9}'",,,,,,,,,,,,,,,,,,"'Microsoft-Windows-Sysmon'",,,,,,,,,"'3768'",,,,,,"'2024-10-22T23:04:27.6248033Z'",,"'4756'",,"'S-1-5-18'",,,"<Event xmlns='http://schemas.microsoft.com/win/2004/08/events/event'><System><Provider Name='Microsoft-Windows-Sysmon' Guid='{5770385f-c22a-43e0-bf4c-06f5698ffbd9}'/><EventID>13</EventID><Version>2</Version><Level>4</Level><Task>13</Task><Opcode>0</Opcode><Keywords>0x8000000000000000</Keywords><TimeCreated SystemTime='2024-10-22T23:04:27.6248033Z'/><EventRecordID>94546</EventRecordID><Correlation/><Execution ProcessID='3768' ThreadID='4756'/><Channel>Microsoft-Windows-Sysmon/Operational</Channel><Computer>target-PC.furkan.local</Computer><Security UserID='S-1-5-18'/></System><EventData><Data Name='RuleName'>-</Data><Data Name='EventType'>SetValue</Data><Data Name='UtcTime'>2024-10-22 23:04:27.624</Data><Data Name='ProcessGuid'>{d65c0252-1212-6718-b807-000000002400}</Data><Data Name='ProcessId'>8476</Data><Data Name='Image'>C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe</Data><Data Name='TargetObject'>HKLM\System\CurrentControlSet\Services\bam\State\UserSettings\S-1-5-21-1320782582-4191448823-1366989374-1104\\Device\HarddiskVolume2\Program Files (x86)\Microsoft\Edge\Application\msedge.exe</Data><Data Name='Details'>Binary Data</Data><Data Name='User'>FURKAN\bsever</Data></EventData></Event>","2024-10-22T23:04:27.000+0000",,,"TARGET-PC",endpoint,1,,,"<_='://../////'><><_='--'_='{----}'/><></><></><><","XmlWinEventLog:Microsoft-Windows-Sysmon/Operational","XmlWinEventLog:Microsoft-Windows-Sysmon/Operational",splunk,,,,,"'http://schemas.microsoft.com/win/2004/08/events/event'",,,,
,,,,,,,,,,,"'{5770385f-c22a-43e0-bf4c-06f5698ffbd9}'",,,,,,,,,,,,,,,,,,"'Microsoft-Windows-Sysmon'",,,,,,,,,"'3768'",,,,,,"'2024-10-22T23:04:27.3714211Z'",,"'4756'",,"'S-1-5-18'",,,"<Event xmlns='http://schemas.microsoft.com/win/2004/08/events/event'><System><Provider Name='Microsoft-Windows-Sysmon' Guid='{5770385f-c22a-43e0-bf4c-06f5698ffbd9}'/><EventID>13</EventID><Version>2</Version><Level>4</Level><Task>13</Task><Opcode>0</Opcode><Keywords>0x8000000000000000</Keywords><TimeCreated SystemTime='2024-10-22T23:04:27.3714211Z'/><EventRecordID>94545</EventRecordID><Correlation/><Execution ProcessID='3768' ThreadID='4756'/><Channel>Microsoft-Windows-Sysmon/Operational</Channel><Computer>target-PC.furkan.local</Computer><Security UserID='S-1-5-18'/></System><EventData><Data Name='RuleName'>-</Data><Data Name='EventType'>SetValue</Data><Data Name='UtcTime'>2024-10-22 23:04:27.370</Data><Data Name='ProcessGuid'>{d65c0252-2f6f-6718-db0b-000000002400}</Data><Data Name='ProcessId'>10264</Data><Data Name='Image'>C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe</Data><Data Name='TargetObject'>HKLM\System\CurrentControlSet\Services\bam\State\UserSettings\S-1-5-21-1320782582-4191448823-1366989374-1104\\Device\HarddiskVolume2\Program Files (x86)\Microsoft\Edge\Application\msedge.exe</Data><Data Name='Details'>Binary Data</Data><Data Name='User'>FURKAN\bsever</Data></EventData></Event>","2024-10-22T23:04:27.000+0000",,,"TARGET-PC",endpoint,1,,,"<_='://../////'><><_='--'_='{----}'/><></><></><><","XmlWinEventLog:Microsoft-Windows-Sysmon/Operational","XmlWinEventLog:Microsoft-Windows-Sysmon/Operational",splunk,,,,,"'http://schemas.microsoft.com/win/2004/08/events/event'",,,,
,,,,,,,,,,,"'{5770385f-c22a-43e0-bf4c-06f5698ffbd9}'",,,,,,,,,,,,,,,,,,"'Microsoft-Windows-Sysmon'",,,,,,,,,"'3768'",,,,,,"'2024-10-22T23:04:20.2709538Z'",,"'4756'",,"'S-1-5-18'",,,"<Event xmlns='http://schemas.microsoft.com/win/2004/08/events/event'><System><Provider Name='Microsoft-Windows-Sysmon' Guid='{5770385f-c22a-43e0-bf4c-06f5698ffbd9}'/><EventID>13</EventID><Version>2</Version><Level>4</Level><Task>13</Task><Opcode>0</Opcode><Keywords>0x8000000000000000</Keywords><TimeCreated SystemTime='2024-10-22T23:04:20.2709538Z'/><EventRecordID>94544</EventRecordID><Correlation/><Execution ProcessID='3768' ThreadID='4756'/><Channel>Microsoft-Windows-Sysmon/Operational</Channel><Computer>target-PC.furkan.local</Computer><Security UserID='S-1-5-18'/></System><EventData><Data Name='RuleName'>-</Data><Data Name='EventType'>SetValue</Data><Data Name='UtcTime'>2024-10-22 23:04:20.269</Data><Data Name='ProcessGuid'>{d65c0252-2f6f-6718-dc0b-000000002400}</Data><Data Name='ProcessId'>1296</Data><Data Name='Image'>C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe</Data><Data Name='TargetObject'>HKLM\System\CurrentControlSet\Services\bam\State\UserSettings\S-1-5-21-1320782582-4191448823-1366989374-1104\\Device\HarddiskVolume2\Program Files (x86)\Microsoft\Edge\Application\msedge.exe</Data><Data Name='Details'>Binary Data</Data><Data Name='User'>FURKAN\bsever</Data></EventData></Event>","2024-10-22T23:04:20.000+0000",,,"TARGET-PC",endpoint,1,,,"<_='://../////'><><_='--'_='{----}'/><></><></><><","XmlWinEventLog:Microsoft-Windows-Sysmon/Operational","XmlWinEventLog:Microsoft-Windows-Sysmon/Operational",splunk,,,,,"'http://schemas.microsoft.com/win/2004/08/events/event'",,,,
,,,,,,,,,,,"'{5770385f-c22a-43e0-bf4c-06f5698ffbd9}'",,,,,,,,,,,,,,,,,,"'Microsoft-Windows-Sysmon'",,,,,,,,,"'3768'",,,,,,"'2024-10-22T23:04:17.2356204Z'",,"'4756'",,"'S-1-5-18'",,,"<Event xmlns='http://schemas.microsoft.com/win/2004/08/events/event'><System><Provider Name='Microsoft-Windows-Sysmon' Guid='{5770385f-c22a-43e0-bf4c-06f5698ffbd9}'/><EventID>13</EventID><Version>2</Version><Level>4</Level><Task>13</Task><Opcode>0</Opcode><Keywords>0x8000000000000000</Keywords><TimeCreated SystemTime='2024-10-22T23:04:17.2356204Z'/><EventRecordID>94543</EventRecordID><Correlation/><Execution ProcessID='3768' ThreadID='4756'/><Channel>Microsoft-Windows-Sysmon/Operational</Channel><Computer>target-PC.furkan.local</Computer><Security UserID='S-1-5-18'/></System><EventData><Data Name='RuleName'>-</Data><Data Name='EventType'>SetValue</Data><Data Name='UtcTime'>2024-10-22 23:04:17.234</Data><Data Name='ProcessGuid'>{d65c0252-1212-6718-b807-000000002400}</Data><Data Name='ProcessId'>8476</Data><Data Name='Image'>C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe</Data><Data Name='TargetObject'>HKLM\System\CurrentControlSet\Services\bam\State\UserSettings\S-1-5-21-1320782582-4191448823-1366989374-1104\\Device\HarddiskVolume2\Program Files (x86)\Microsoft\Edge\Application\msedge.exe</Data><Data Name='Details'>Binary Data</Data><Data Name='User'>FURKAN\bsever</Data></EventData></Event>","2024-10-22T23:04:17.000+0000",,,"TARGET-PC",endpoint,1,,,"<_='://../////'><><_='--'_='{----}'/><></><></><><","XmlWinEventLog:Microsoft-Windows-Sysmon/Operational","XmlWinEventLog:Microsoft-Windows-Sysmon/Operational",splunk,,,,,"'http://schemas.microsoft.com/win/2004/08/events/event'",,,,
,,,,,,,,,,,"'{5770385f-c22a-43e0-bf4c-06f5698ffbd9}'",,,,,,,,,,,,,,,,,,"'Microsoft-Windows-Sysmon'",,,,,,,,,"'3768'",,,,,,"'2024-10-22T23:04:16.5706900Z'",,"'4756'",,"'S-1-5-18'",,,"<Event xmlns='http://schemas.microsoft.com/win/2004/08/events/event'><System><Provider Name='Microsoft-Windows-Sysmon' Guid='{5770385f-c22a-43e0-bf4c-06f5698ffbd9}'/><EventID>13</EventID><Version>2</Version><Level>4</Level><Task>13</Task><Opcode>0</Opcode><Keywords>0x8000000000000000</Keywords><TimeCreated SystemTime='2024-10-22T23:04:16.5706900Z'/><EventRecordID>94542</EventRecordID><Correlation/><Execution ProcessID='3768' ThreadID='4756'/><Channel>Microsoft-Windows-Sysmon/Operational</Channel><Computer>target-PC.furkan.local</Computer><Security UserID='S-1-5-18'/></System><EventData><Data Name='RuleName'>-</Data><Data Name='EventType'>SetValue</Data><Data Name='UtcTime'>2024-10-22 23:04:16.569</Data><Data Name='ProcessGuid'>{d65c0252-2f6e-6718-da0b-000000002400}</Data><Data Name='ProcessId'>6116</Data><Data Name='Image'>C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe</Data><Data Name='TargetObject'>HKLM\System\CurrentControlSet\Services\bam\State\UserSettings\S-1-5-21-1320782582-4191448823-1366989374-1104\\Device\HarddiskVolume2\Program Files (x86)\Microsoft\Edge\Application\msedge.exe</Data><Data Name='Details'>Binary Data</Data><Data Name='User'>FURKAN\bsever</Data></EventData></Event>","2024-10-22T23:04:16.000+0000",,,"TARGET-PC",endpoint,1,,,"<_='://../////'><><_='--'_='{----}'/><></><></><><","XmlWinEventLog:Microsoft-Windows-Sysmon/Operational","XmlWinEventLog:Microsoft-Windows-Sysmon/Operational",splunk,,,,,"'http://schemas.microsoft.com/win/2004/08/events/event'",,,,
,,,,,,,,,,,"'{5770385f-c22a-43e0-bf4c-06f5698ffbd9}'",,,,,,,,,,,,,,,,,,"'Microsoft-Windows-Sysmon'",,,,,,,,,"'3768'",,,,,,"'2024-10-22T23:04:15.6565139Z'",,"'4756'",,"'S-1-5-18'",,,"<Event xmlns='http://schemas.microsoft.com/win/2004/08/events/event'><System><Provider Name='Microsoft-Windows-Sysmon' Guid='{5770385f-c22a-43e0-bf4c-06f5698ffbd9}'/><EventID>13</EventID><Version>2</Version><Level>4</Level><Task>13</Task><Opcode>0</Opcode><Keywords>0x8000000000000000</Keywords><TimeCreated SystemTime='2024-10-22T23:04:15.6565139Z'/><EventRecordID>94541</EventRecordID><Correlation/><Execution ProcessID='3768' ThreadID='4756'/><Channel>Microsoft-Windows-Sysmon/Operational</Channel><Computer>target-PC.furkan.local</Computer><Security UserID='S-1-5-18'/></System><EventData><Data Name='RuleName'>-</Data><Data Name='EventType'>SetValue</Data><Data Name='UtcTime'>2024-10-22 23:04:15.623</Data><Data Name='ProcessGuid'>{d65c0252-1212-6718-b807-000000002400}</Data><Data Name='ProcessId'>8476</Data><Data Name='Image'>C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe</Data><Data Name='TargetObject'>HKLM\System\CurrentControlSet\Services\bam\State\UserSettings\S-1-5-21-1320782582-4191448823-1366989374-1104\\Device\HarddiskVolume2\Program Files (x86)\Microsoft\Edge\Application\msedge.exe</Data><Data Name='Details'>Binary Data</Data><Data Name='User'>FURKAN\bsever</Data></EventData></Event>","2024-10-22T23:04:15.000+0000",,,"TARGET-PC",endpoint,1,,,"<_='://../////'><><_='--'_='{----}'/><></><></><><","XmlWinEventLog:Microsoft-Windows-Sysmon/Operational","XmlWinEventLog:Microsoft-Windows-Sysmon/Operational",splunk,,,,,"'http://schemas.microsoft.com/win/2004/08/events/event'",,,,
